A,B,C,D,E,F,G,H,I,J,K,L,M
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.829898596,10.28052523,13.19005593,8.954414914,4.833814578,0
-8.058864883,-0.168679221,4.67988162,21.94702872,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,23.99653409,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.26977625,-0.168679221,4.67988162,24.02250685,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.824708518,10.28052523,40.32791741,8.301127179,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,9.045508182,4.833814578,0
-5.116671866,-0.168679221,4.67988162,23.34478307,5.300374864,4.115453421,10.05965447,3.934656275,10.28052523,13.19005593,9.018916534,4.833814578,0
-4.595459571,-0.168679221,4.67988162,26.16653072,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.927253958,10.28052523,13.19005593,9.031140254,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.943715979,10.28052523,18.38011187,8.342618593,4.833814578,0
-7.30101686,-0.168679221,0.973840789,12.91815397,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,21.78432228,5.300374864,4.115453421,10.05965447,3.927253958,10.28052523,16.22604403,8.530786234,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.934656275,10.28052523,13.19005593,8.906934164,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.943715979,10.28052523,13.19005593,8.919603026,4.833814578,0
-8.058864883,-0.168679221,1.433140736,18.41358522,5.300374864,4.115453421,10.05965447,3.943715979,10.28052523,16.22604403,8.646390025,4.833814578,0
-12.110436,-0.168679221,4.67988162,25.97197907,5.300374864,3.013064342,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,11.70815833,0
-3.993764135,-0.168679221,4.67988162,22.31246891,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.576413692,-0.168679221,4.67988162,22.26105866,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-14.05523995,-0.168679221,3.35976324,20.17712346,5.300374864,4.115453421,10.05965447,3.831787325,10.28052523,18.38011187,8.672282507,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.45335993,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.02825835,-0.168679221,4.67988162,26.10551314,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.693224059,-0.168679221,4.67988162,24.47348152,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.76052086,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.30101686,-0.168679221,4.67988162,22.30032795,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.890052243,10.28052523,13.19005593,8.741626527,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.39134534,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,23.56530739,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,21.96998728,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.011751651,-0.168679221,4.67988162,26.70895992,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.40096335,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,6.398695005,4.115453421,10.05965447,3.848249346,11.02958446,26.6061559,8.469503965,4.833814578,0
-3.282109481,-0.168679221,4.67988162,21.81375404,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.785061201,4.833814578,0
-1.288206846,-0.168679221,3.907661871,16.92433746,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.57556677,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.40043834,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.20155886,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.19816044,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,23.1719502,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,3.35976324,17.49058483,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.058864883,-0.168679221,4.67988162,23.62389048,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,26.7124086,5.300374864,3.013064342,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,11.98972778,0
-3.282109481,-0.168679221,4.67988162,22.23852248,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,22.58438313,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.73222892,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,21.8429898,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.883666418,-0.168679221,4.67988162,26.1990799,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,26.03789411,5.300374864,3.013064342,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,11.63945249,0
-6.359690431,-0.168679221,4.67988162,24.60224222,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,24.60421176,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,25.99251205,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.02433684,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,26.71220806,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,26.1865645,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,25.78306775,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.26958369,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.359690431,-0.168679221,1.815323743,19.65011671,5.300374864,4.115453421,10.05965447,3.915573968,10.28052523,13.19005593,8.743534963,4.833814578,0
-10.87756905,-0.168679221,1.433140736,14.99575291,5.300374864,4.115453421,10.05965447,3.943715979,10.28052523,13.19005593,8.837755055,4.833814578,0
-12.26977625,-0.168679221,4.67988162,25.07285575,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,9.007091511,4.833814578,0
-3.993764135,-0.168679221,4.67988162,22.27284063,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.68128555,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,22.00682561,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.892853377,10.28052523,18.38011187,8.569849072,4.833814578,0
-3.993764135,-0.168679221,2.587543491,17.27787036,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.00391966,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,25.77156003,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,24.32980925,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,22.33741609,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.359690431,-0.168679221,4.67988162,23.39288859,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,23.38535529,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.34707173,-0.168679221,4.67988162,22.38409584,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-11.2999585,-0.168679221,4.67988162,26.16210057,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,24.25036404,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-9.864620539,-0.168679221,4.67988162,21.90692074,5.300374864,3.013064342,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,9.590631883,0
-11.94431331,-0.168679221,4.67988162,22.27013137,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,23.65332494,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.699321424,-0.168679221,4.67988162,24.37215748,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,26.5690054,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,26.20757719,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,26.32615128,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,21.42498107,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-9.71730894,-0.168679221,4.67988162,26.40238621,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.42624083,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.822229155,-0.168679221,4.67988162,24.35448729,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.50235575,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.818674519,4.833814578,0
-2.411114577,-0.168679221,4.67988162,24.26166781,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,24.58807551,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,24.18094306,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.28720319,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,4.67988162,26.45862912,5.300374864,4.115453421,10.05965447,3.927253958,10.28052523,13.19005593,9.038493404,4.833814578,0
-3.993764135,-0.168679221,2.934780045,20.26104509,6.264495024,4.115453421,10.05965447,3.807002626,12.31010969,18.38011187,8.637905541,4.833814578,0
-2.411114577,-0.168679221,3.35976324,14.13124266,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.34707173,-0.168679221,4.67988162,26.52938005,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.058864883,-0.168679221,4.67988162,22.17494184,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.895862186,10.28052523,13.19005593,8.971022486,4.833814578,0
-3.282109481,-0.168679221,4.67988162,22.63905454,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.915573968,10.28052523,13.19005593,8.73314276,4.833814578,0
-5.116671866,-0.168679221,4.67988162,25.84077689,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.62370912,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,26.52701518,5.300374864,4.115453421,10.05965447,3.927253958,10.28052523,13.19005593,9.048997462,4.833814578,0
-5.98766677,-0.168679221,4.67988162,25.48662622,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-9.864620539,-0.168679221,4.67988162,22.4714009,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-9.065247719,-0.168679221,2.587543491,16.04044556,5.300374864,4.115453421,10.05965447,3.870969936,10.28052523,16.22604403,8.639454101,4.833814578,0
-3.282109481,-0.168679221,4.67988162,22.02553068,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.883666418,-0.168679221,4.67988162,22.21290963,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.570316327,-0.168679221,4.67988162,26.21087188,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.98766677,-0.168679221,4.67988162,26.49787114,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,26.25733969,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.30101686,-0.168679221,0.973840789,14.12823806,5.300374864,3.013064342,10.67951261,3.927253958,10.28052523,21.41609997,8.600993932,8.140874022,0
-1.288206846,-0.168679221,4.67988162,24.38483698,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,26.17967976,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.359690431,-0.168679221,4.67988162,22.02468009,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.943715979,10.28052523,13.19005593,8.90082974,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.60498237,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,26.38208687,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.876391356,10.28052523,16.22604403,8.341259401,4.833814578,0
-8.281970981,-0.168679221,0.495205363,12.79961225,5.300374864,4.115453421,10.05965447,3.884970577,10.28052523,29.21416078,8.332370738,4.833814578,0
-13.52696287,-0.560340243,-2.063975409,13.5071223,5.561516082,4.115453421,10.05965447,3.792451562,13.25381272,46.27686717,8.336311663,4.833814578,0
-1.288206846,-0.168679221,4.67988162,23.59512481,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.37242311,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.934656275,10.28052523,13.19005593,8.95357515,4.833814578,0
-3.282109481,-0.168679221,4.67988162,22.39020303,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.91476711,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,24.48957856,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,24.57694252,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,22.7955609,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-13.04594963,-0.168679221,4.67988162,22.55569218,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,26.69829147,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.880454779,10.28052523,29.21416078,8.62612228,4.833814578,0
-3.993764135,-0.168679221,4.67988162,24.16098719,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-9.065247719,-0.168679221,4.67988162,26.2872395,5.300374864,3.013064342,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,11.80398429,0
-5.98766677,-0.168679221,4.67988162,24.43560006,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-16.23252016,-0.168679221,4.67988162,24.28521825,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,3.907661871,13.27833276,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,26.00425077,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,2.587543491,17.8818771,5.300374864,3.013064342,10.67951261,3.934656275,10.28052523,13.19005593,8.924921158,7.503740966,0
-1.288206846,-0.168679221,4.67988162,22.68950782,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.98766677,-0.168679221,4.67988162,24.35760879,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,3.35976324,20.37713143,5.300374864,4.115453421,10.05965447,3.927253958,10.28052523,13.19005593,8.791850369,4.833814578,0
-2.411114577,-0.168679221,4.67988162,22.63860347,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,4.67988162,24.7711044,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.906514264,10.28052523,13.19005593,8.7211009,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.28991239,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,26.3144402,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.34537481,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.993764135,-0.168679221,4.67988162,24.38601402,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,25.49545518,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,25.81580399,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-7.30101686,-0.168679221,0.973840789,15.91777966,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,24.00437218,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-12.19091914,-0.168679221,4.67988162,26.3836188,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.493011246,-0.168679221,4.67988162,23.03460863,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.26735024,4.67988162,21.33246607,5.556227679,4.115453421,10.05965447,3.797942922,11.02958446,36.66759551,8.293537147,4.833814578,0
-2.411114577,-0.168679221,4.67988162,21.45754775,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,21.75750983,5.300374864,2.230906843,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,10.09122834,0
-3.282109481,-0.168679221,4.67988162,23.72222395,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.36772527,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.712529182,4.833814578,0
-4.595459571,-0.168679221,4.67988162,25.9020441,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-5.116671866,-0.168679221,4.67988162,24.56616779,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-11.77080501,-0.168679221,4.67988162,25.10085651,5.300374864,3.013064342,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,11.16529923,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.955395968,10.28052523,13.19005593,8.92729492,4.833814578,0
-6.359690431,-0.168679221,4.67988162,26.34774435,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.943715979,10.28052523,18.38011187,8.663663353,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.86633483,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.359690431,-0.168679221,4.67988162,23.88102426,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.699321424,-0.168679221,4.67988162,21.4930365,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-8.693224059,-0.168679221,4.67988162,23.43411136,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-6.699321424,-0.168679221,4.67988162,22.94592896,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.09309668,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,26.22780325,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,23.14734962,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-2.411114577,-0.168679221,4.67988162,24.03430789,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,22.35628659,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-3.282109481,-0.168679221,4.67988162,23.94667603,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-1.288206846,-0.168679221,4.67988162,24.57246618,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
0.294442711,-0.26735024,4.67988162,12.61636491,5.301891959,4.115453421,10.05965447,3.880454779,11.02958446,30.0469814,8.214465168,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.934656275,10.28052523,13.19005593,9.043301578,4.833814578,0
0.294442711,-0.168679221,4.67988162,12.61636491,5.300374864,4.115453421,10.05965447,3.934656275,10.28052523,13.19005593,9.024323615,4.833814578,0
-6.699321424,-0.168679221,4.67988162,22.38255863,5.300374864,4.115453421,10.05965447,3.866187905,10.28052523,13.19005593,8.793371933,4.833814578,0
-1.288206846,-0.168679221,3.907661871,17.83913357,5.300374864,4.115453421,10.05965447,3.915573968,10.28052523,23.5701678,8.601824096,4.833814578,0
-2.411114577,-0.168679221,4.67988162,26.16154457,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
-4.595459571,-0.168679221,2.293959168,13.05986173,5.300374864,4.115453421,10.05965447,3.971857989,10.28052523,13.19005593,8.214382844,4.833814578,0
